document_id_a,document_id_b,relation,confidence,evidence_note
springer:10.1134_S1064229321100069,pochvovedenie:Pochved2110006Golubtsov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1182–1194; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321100070,pochvovedenie:Pochved2110007Kadulin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1281–1292; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321100082,pochvovedenie:Pochved2110008Nikitin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1207–1230; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321100094,pochvovedenie:Pochved2110009Prokofeva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1247–1261; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321100100,pochvovedenie:Pochved2110010Revunova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1167–1181; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321100112,pochvovedenie:Pochved2110011Sokolova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1262–1273; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321100148,pochvovedenie:Pochved2110014Zavyalova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=10, pages=1274–1280; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321110028,pochvovedenie:Pochved2111002Artemeva,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=11, pages=1322–1331; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932111003X,pochvovedenie:Pochved2111003Cherkashina,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=11, pages=1376–1391; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321110053,pochvovedenie:Pochved2111005Dubrovina,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=11, pages=1392–1406; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321110065,pochvovedenie:Pochved2111006Dymov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=11, pages=1332–1345; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321110089,pochvovedenie:Pochved2111008Kiryushin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=11, pages=1363–1375; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321110090,pochvovedenie:Pochved2111009Nesteruk,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=11, pages=1306–1321; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321110107,pochvovedenie:Pochved2111010Nikitin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=11, pages=1346–1362; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321110120,pochvovedenie:Pochved2111012Savin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=11, pages=1295–1305; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120024,pochvovedenie:Pochved2112002Chernov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1506–1522; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120048,pochvovedenie:Pochved2112004Desyatkin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1423–1436; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932112005X,pochvovedenie:Pochved2112005Dubrovina,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1523–1534; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120061,pochvovedenie:Pochved2112006Eltsov,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1437–1448; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120085,pochvovedenie:Pochved2112008Neaman,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1564–1572; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120097,pochvovedenie:Pochved2112009Purtova,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1481–1491; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120103,pochvovedenie:Pochved2112010Semenyuk,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1535–1548; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120115,pochvovedenie:Pochved2112011Sobakin,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1549–1563; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120127,pochvovedenie:Pochved2112012Startsev,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1492–1505; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229321120164,pochvovedenie:Pochved2112016Zavarzina,translation_of,confirmed,"Exact original-Russian citation: year=2021, issue=12, pages=1449–1480; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010021,pochvovedenie:Pochved2201002Bakhmatova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=77–95; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010033,pochvovedenie:Pochved2201003Belozertseva,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=119–132; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010045,pochvovedenie:Pochved2201004Fokina,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=55–67; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010057,pochvovedenie:Pochved2201005Gubin,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=25–32; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010069,pochvovedenie:Pochved2201006Gurkova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=106–118; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010070,pochvovedenie:Pochved2201007Kazinskii,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=15–24; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010082,pochvovedenie:Pochved2201008Khitrov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=3–14; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010094,pochvovedenie:Pochved2201009Kulik,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=44–54; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010100,pochvovedenie:Pochved2201010Semenkov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=96–105; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010112,pochvovedenie:Pochved2201011Sharifullin,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=133–144; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010124,pochvovedenie:Pochved2201012Suyundukov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=33–43; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322010136,pochvovedenie:Pochved2201013Zavalin,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=1, pages=68–76; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322020028,pochvovedenie:Pochved2202002Aleksandrovski,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=147–167; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932202003X,pochvovedenie:Pochved2202003Antonova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=219–227; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322020041,pochvovedenie:Pochved2202004Avetov,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=208–218; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322020077,pochvovedenie:Pochved2202007Inisheva,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=168–175; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322020089,pochvovedenie:Pochved2202008Loiko,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=176–192; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322020090,pochvovedenie:Pochved2202009Nikitin,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=228–243; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322020119,pochvovedenie:Pochved2202011Sharapova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=244–251; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322020120,pochvovedenie:Pochved2202012Ubugunova,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=193–207; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229322020144,pochvovedenie:Pochved2202014Yakovlev,translation_of,confirmed,"Exact original-Russian citation: year=2022, issue=2, pages=252–260; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
